,representative_name,representative_state,representative_party,representative_committee,link,issues_catched
148,"Krishnamoorthi, Raja",Illinois,D,Oversight and Accountability|Intelligence|Select Comm on the Strategic Competition US and China,https://krishnamoorthi.house.gov/,"['Growing Our Economy & Creating Jobs', 'Protecting Our Environment & Growing The Green Economy', 'Standing Up For Working Families', 'Strengthening Education At Every Level', 'Supporting Women', 'Keeping Our Promises to Seniors', 'Honoring Our Commitment To Our Veterans', 'Defending The Homeland', 'Inflation Reduction Act Consumer Benefits', 'Important Government Shutdown Information']"
149,"Banks, Jim",Indiana,R,Armed Services|Education and the Workforce|Select Comm on the Strategic Competition US and China,https://banks.house.gov/,
150,"Baird, James",Indiana,R,"Agriculture|Foreign Affairs|Science, Space, and Technology",https://baird.house.gov/,
151,"LaHood, Darin",Illinois,R,Intelligence|Ways and Means|Select Comm on the Strategic Competition US and China,https://lahood.house.gov/,
152,"Carson, Andre",Indiana,D,Intelligence|Transportation and Infrastructure|Select Comm on the Strategic Competition US and China,https://carson.house.gov/,"['Economy', 'Education', 'Energy', 'Financial Services', 'Food and Nutrition', 'Foreign Affairs', 'Health Care', 'Homeland Security', 'Housing', 'Immigration']"
153,"Yakym, Rudy",Indiana,R,Budget|Transportation and Infrastructure,https://yakym.house.gov/,
154,"Bucshon, Larry",Indiana,R,Energy and Commerce,https://bucshon.house.gov/,
155,"Miller-Meeks, Mariannette",Iowa,R,Energy and Commerce|Select Subcommittee on the Coronavirus Pandemic|Veterans' Affairs,https://millermeeks.house.gov/,
156,"Sorensen, Eric",Illinois,D,"Agriculture|Science, Space, and Technology",https://sorensen.house.gov/,"['Jobs, Small Business, and the Economy', 'Reproductive Rights', 'Health Care', 'Energy and the Environment', 'Education', 'Veterans', 'Seniors', 'Public Safety', 'Service Members and Defense', 'Agriculture', 'Transportation and Infrastructure', 'Government Accountability and Transparency']"
157,"Miller, Mary",Illinois,R,Agriculture|Education and the Workforce,https://marymiller.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
158,"Mrvan, Frank",Indiana,D,Education and the Workforce|Veterans' Affairs,https://mrvan.house.gov/,"['Vice Chairman of Congressional Steel Caucus', 'Ranking Member of House Veterans’ Affairs Subcommittee on Oversight and Investigations', 'Improving Access to Affordable Healthcare', 'Expanding Educational Opportunities', 'Supporting Organized Labor', 'Building an Economy that Works for Everyone']"
159,"Feenstra, Randy",Iowa,R,Agriculture|Ways and Means,https://feenstra.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Agriculture', 'Budget & Spending']"
160,"LaTurner, Jake",Kansas,R,Appropriations|Oversight and Accountability,https://laturner.house.gov/,"['Immigration and Border Security', 'Veterans', 'Agriculture', 'Second Amendment', 'Budget', 'Term Limits', 'Pro-Life', 'Taxes']"
161,"Davids, Sharice",Kansas,D,Agriculture|Transportation and Infrastructure|Small Business,https://davids.house.gov/,"['Jobs, Economy & Small Businesses', 'Health Care', 'Transportation & Infrastructure', 'Veterans & Armed Forces', 'Energy & Environment', 'Making Government Work for Kansans', 'Agriculture', 'Education', 'Rights & Freedoms']"
162,"Spartz, Victoria",Indiana,R,Judiciary,https://spartz.house.gov/,"['Congress', 'Economy', 'Education', 'Health', 'Veterans']"
163,"Hinson, Ashley",Iowa,R,Appropriations|Select Comm on the Strategic Competition US and China,https://hinson.house.gov/,"['Energy', 'Veterans', 'Agriculture and Rural Development', 'Childcare', 'Budget and Spending', 'Economy and Jobs', 'Education and Workforce Development', 'Defending Life', 'Government Oversight and Accountability', 'Improving Health Care', 'Infrastructure and Transportation', 'National Security and Defense']"
164,"Estes, Ron",Kansas,R,Budget|Education and the Workforce|Ways and Means,https://estes.house.gov/,
165,"Guthrie, Brett",Kentucky,R,Energy and Commerce,https://guthrie.house.gov/,
166,"McGarvey, Morgan",Kentucky,D,Small Business|Veterans' Affairs,https://mcgarvey.house.gov/,
167,"Comer, James",Kentucky,R,Education and the Workforce|Oversight and Accountability,https://comer.house.gov/,
168,"Nunn, Zachary",Iowa,R,Agriculture|Financial Services,https://nunn.house.gov/,
169,"Scalise, Steve",Louisiana,R,,https://scalise.house.gov/,"['Energy', '2nd Amendment', 'Agriculture', 'Communication and Technology', 'Education', 'Family Values', 'Health Care', 'Hurricane Recovery and Coastal Restoration', 'Immigration', 'Maritime']"
170,"Houchin, Erin",Indiana,R,Financial Services|Education and the Workforce|Rules,https://houchin.house.gov/,"['Agriculture', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Border Security']"
171,"Massie, Thomas",Kentucky,R,Select Subcommittee on the Weaponization of the Fed Govt|Judiciary|Transportation and Infrastructure|Rules,https://massie.house.gov/,
172,"Pence, Greg",Indiana,R,Energy and Commerce,https://pence.house.gov/,"['Agriculture', 'Community', 'Consumer Protection and Commerce', 'Economy', 'Education', 'Energy', 'Energy and Commerce', 'Family and Life', 'Government Accountability', 'National Security and Foreign Affairs']"
173,"Rogers, Harold",Kentucky,R,Appropriations,https://halrogers.house.gov/,
174,"Johnson, Mike",Louisiana,R,,https://mikejohnson.house.gov/,
175,"Graves, Garret",Louisiana,R,Natural Resources|Transportation and Infrastructure,https://garretgraves.house.gov/,
176,"Barr, Andy",Kentucky,R,Financial Services|Foreign Affairs|Select Comm on the Strategic Competition US and China,https://barr.house.gov/,
177,"Pingree, Chellie",Maine,D,Agriculture|Appropriations,https://pingree.house.gov/,
178,"Mann, Tracey",Kansas,R,Agriculture|Transportation and Infrastructure|Small Business,https://mann.house.gov/,"['Economy', 'Energy', 'Health Care', 'Veterans', 'Agriculture', 'Life', 'Second Amendment', 'Defense', 'Transportation & Infrastructure', 'Small Business']"
179,"Harris, Andy",Maryland,R,Appropriations,https://harris.house.gov/,"['Veterans', 'Agriculture', 'Defense and Foreign Affairs', 'Economy', 'Education', 'Environment', 'Health', 'Immigration']"
180,"Sarbanes, John",Maryland,D,Energy and Commerce,https://sarbanes.house.gov/,"['Democracy Reform', 'Education', 'Environment', 'Health Care', 'Jobs & Economy', 'Seniors', 'Veterans']"
181,"Hoyer, Steny",Maryland,D,Appropriations,https://hoyer.house.gov/,"['Budget & Fiscal Responsibility', 'Education', 'Environment', 'Federal Employees', 'Fire Services and Law Enforcement', 'Health Care & Seniors', 'Jobs & the Economy', 'National Security & Veterans', 'Transportation and Infrastructure']"
182,"Golden, Jared",Maine,D,Armed Services|Small Business,https://golden.house.gov/,"['Law Enforcement and Border Security', 'For Country Caucus', 'Workers & Unions', ""Maine's Heritage Industries"", 'Small Business', 'Veterans', 'Health Care', 'Infrastructure', 'National Security and Servicemembers', 'Energy & Environment', 'Good Government, Anti-Corruption & Clean Elections', 'Education', 'Opioids']"
183,"Carter, Troy",Louisiana,D,Homeland Security|Transportation and Infrastructure,https://troycarter.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Infrastructure']"
184,"Higgins, Clay",Louisiana,R,Armed Services|Oversight and Accountability|Homeland Security,https://clayhiggins.house.gov/,
185,"Neal, Richard",Massachusetts,D,Joint Committee on Taxation|Ways and Means,https://neal.house.gov/,
186,"Trone, David",Maryland,D,Appropriations|Budget,https://trone.house.gov/,
187,"Mfume, Kweisi",Maryland,D,Foreign Affairs|Oversight and Accountability|Select Subcommittee on the Coronavirus Pandemic,https://mfume.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health']"
188,"Raskin, Jamie",Maryland,D,Oversight and Accountability,https://raskin.house.gov/,
189,"Letlow, Julia",Louisiana,R,Appropriations|Education and the Workforce,https://letlow.house.gov/,
190,"Auchincloss, Jake",Massachusetts,D,Transportation and Infrastructure|Select Comm on the Strategic Competition US and China,https://auchincloss.house.gov/,
191,"Clark, Katherine",Massachusetts,D,,https://katherineclark.house.gov/index.cfm/home/,
192,"Ruppersberger, C.",Maryland,D,Appropriations,https://ruppersberger.house.gov/,"['Budget and Taxes', 'Crime and Justice', 'Education', 'Energy and Environment', 'Healthcare', 'Immigration', 'Veterans', 'Seniors']"
193,"Trahan, Lori",Massachusetts,D,Energy and Commerce,https://trahan.house.gov/,
194,"Ivey, Glenn",Maryland,D,Homeland Security|Judiciary|Ethics,https://ivey.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Healthcare', 'Veterans', 'Immigration', 'Housing', 'Transportation & Infrastructure', 'Criminal Justice', 'Gun Violence Prevention']"
195,"Moulton, Seth",Massachusetts,D,Armed Services|Transportation and Infrastructure|Select Comm on the Strategic Competition US and China,https://moulton.house.gov/,"['The Israel-Hamas Conflict', 'Expanding Mental Healthcare', 'Modernizing our Transportation', 'Strengthening our National Security', 'Ending Gun Violence', 'Confronting the Climate Crisis', 'Defending Reproductive Freedom', 'Building Economic Security', 'Reforming our Immigration System', 'Developing Affordable Housing']"
196,"Bergman, Jack",Michigan,R,Armed Services|Budget|Veterans' Affairs,https://bergman.house.gov/,
197,"McGovern, James",Massachusetts,D,Agriculture|Rules,https://mcgovern.house.gov/,
198,"Huizenga, Bill",Michigan,R,Financial Services|Foreign Affairs,https://huizenga.house.gov/,
199,"Lynch, Stephen",Massachusetts,D,Financial Services|Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability,https://lynch.house.gov/,
200,"Walberg, Tim",Michigan,R,Education and the Workforce|Energy and Commerce,https://walberg.house.gov/,"['Agriculture', 'Bipartisan Accomplishments', 'Defense and National Security', 'Education', 'Energy & Gas Prices', 'Foreign Affairs', 'Health Care', 'Immigration', 'Jobs and Economy', 'Local Issues', 'Michigan Values', 'Social Security', 'Taxes & Spending', 'Technology and Communications', 'Veterans', 'Workforce']"
201,"Keating, William",Massachusetts,D,Armed Services|Foreign Affairs,https://keating.house.gov/,
202,"Dingell, Debbie",Michigan,D,Energy and Commerce|Natural Resources|Select Subcommittee on the Coronavirus Pandemic,https://debbiedingell.house.gov/,
203,"Pressley, Ayanna",Massachusetts,D,Financial Services|Oversight and Accountability,https://pressley.house.gov/,
204,"Kelly, Robin",Illinois,D,Energy and Commerce,https://robinkelly.house.gov/,"['Agriculture', 'Consumer Protection', 'Education', 'Energy and Environment', 'Gun Violence', 'Health Care', 'Immigration', 'Jobs and the Economy', 'LGBTQ Equality', 'National Security', 'Progress for Women', 'Seniors Issues', 'Small Business', 'Technology and Telecommunications', 'Veterans Issues']"
205,"Scholten, Hillary",Michigan,D,Transportation and Infrastructure|Small Business,https://scholten.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', '2024 Congressional App Challenge']"
206,"Tlaib, Rashida",Michigan,D,Financial Services|Oversight and Accountability,https://tlaib.house.gov/,
207,"James, John",Michigan,R,Foreign Affairs|Energy and Commerce,https://james.house.gov/,
208,"Moolenaar, John",Michigan,R,Appropriations|Select Comm on the Strategic Competition US and China,https://moolenaar.house.gov/,"['Accountability', 'Agriculture', 'Budget', 'Education and Opportunity', 'Energy', 'Foreign Affairs', 'Great Lakes', 'Health Care', 'Jobs and the Economy', 'Life and Adoption']"
209,"Thanedar, Shri",Michigan,D,Homeland Security|Small Business,https://thanedar.house.gov/,
210,"McClain, Lisa",Michigan,R,Armed Services|Budget|Education and the Workforce|Oversight and Accountability,https://mcclain.house.gov/,
211,"Craig, Angie",Minnesota,D,Agriculture|Energy and Commerce,https://craig.house.gov/,"['Agriculture & Rural Development', 'Communications & Technology', 'Education', 'Environment', 'Fighting the Opioid Crisis', 'Housing', 'Lowering Costs and Strengthening Our Local Economy', 'Making Health Care More Affordable', 'Reforming Washington', 'Reproductive Freedoms', 'Seniors', 'Small Business', 'Supporting Law Enforcement', 'Transportation and Infrastructure', 'Veterans']"
212,"Finstad, Brad",Minnesota,R,Agriculture|Armed Services,https://finstad.house.gov/,
213,"Omar, Ilhan",Minnesota,D,Budget|Education and the Workforce,https://omar.house.gov/,"['U.S. Africa Policy Working Group', 'Immigration', 'Workers and Economy', 'Education', 'Environmental Justice', 'Healthcare', 'Foreign Policy']"
214,"Phillips, Dean",Minnesota,D,Foreign Affairs|Small Business,https://phillips.house.gov/,
215,"Emmer, Tom",Minnesota,R,Financial Services,https://emmer.house.gov/,
216,"Slotkin, Elissa",Michigan,D,Agriculture|Armed Services,https://slotkin.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Environment', 'Healthcare', 'Immigration', 'Veterans']"
217,"Stauber, Pete",Minnesota,R,Natural Resources|Transportation and Infrastructure|Small Business,https://stauber.house.gov/,"['Agriculture', 'Congress', 'Economy', 'Education', 'Energy and Natural Resources', 'Health', 'Homeland Security', 'Military/National Security', 'Second Amendment', 'Trade', 'Transportation', 'Values', 'Veterans']"
218,"Kelly, Trent",Mississippi,R,Agriculture|Armed Services|Intelligence,https://trentkelly.house.gov/,
219,"Fischbach, Michelle",Minnesota,R,Budget|Rules|Ethics|Ways and Means,https://fischbach.house.gov/,
220,"Stevens, Haley",Michigan,D,"Education and the Workforce|Science, Space, and Technology|Select Comm on the Strategic Competition US and China",https://stevens.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
221,"Bush, Cori",Missouri,D,Oversight and Accountability|Judiciary,https://bush.house.gov/,
222,"Ezell, Mike",Mississippi,R,Homeland Security|Transportation and Infrastructure,https://ezell.house.gov/,
223,"McCollum, Betty",Minnesota,D,Appropriations,https://mccollum.house.gov/,"['Animal Rights', 'Defense & National Security', 'Education', 'Environment & Energy', 'Health Care', 'Veterans', 'Foreign Affairs', 'Human Services', 'Labor', 'Native Americans']"
224,"Kildee, Daniel",Michigan,D,Budget|Ways and Means,https://dankildee.house.gov/,"['Education', 'Environment and the Great Lakes', 'Health Care', 'Jobs and the Economy', 'Local Issues', 'National Security and International Relations', 'Veterans']"
225,"Luetkemeyer, Blaine",Missouri,R,Financial Services|Small Business|Select Comm on the Strategic Competition US and China,https://luetkemeyer.house.gov/,
226,"Alford, Mark",Missouri,R,Agriculture|Armed Services|Small Business,https://alford.house.gov/,
227,"Smith, Jason",Missouri,R,Joint Committee on Taxation|Ways and Means,https://jasonsmith.house.gov/,
228,"Rosendale, Matthew",Montana,R,Natural Resources|Veterans' Affairs,https://rosendale.house.gov/,
229,"Guest, Michael",Mississippi,R,Appropriations|Homeland Security|Ethics,https://guest.house.gov/,
230,"Wagner, Ann",Missouri,R,Financial Services|Foreign Affairs,https://wagner.house.gov/,"['Budget and Spending', 'Defense and National Security', 'Economy and Jobs', 'Education', 'Energy', 'Foreign Affairs', 'Transportation', 'Veterans Issues', 'Financial Services', 'Immigration']"
231,"Flood, Mike",Nebraska,R,Financial Services,https://flood.house.gov/,"['What Rep. Flood is doing in Congress', 'What Rep. Flood is doing to grow America’s economy', 'What Rep. Flood is doing to expand educational opportunities for families and kids', 'What Rep. Flood is doing to grow American agriculture and energy', 'What Rep. Flood is doing to expand healthcare options', 'What Rep. Flood is doing for the military and veterans']"
232,"Burlison, Eric",Missouri,R,Education and the Workforce|Oversight and Accountability|Transportation and Infrastructure,https://burlison.house.gov/,
233,"Thompson, Bennie",Mississippi,D,Homeland Security,https://benniethompson.house.gov/,"['Civil Rights', 'Economic Recovery', 'Education', 'Emergency Services', 'Health Care', 'Veterans', 'Agriculture', 'Appropriations', 'Energy and Environment', 'Homeland Security']"
234,"Smith, Adrian",Nebraska,R,Joint Committee on Taxation|Ways and Means,https://adriansmith.house.gov/,"['Energy', 'Economy', 'Education', 'Health Care', 'Homeland Security', 'Taxes', 'Trade', 'Transportation', 'Veterans', 'Agriculture']"
235,"Amodei, Mark",Nevada,R,Appropriations,https://amodei.house.gov/,"[""Bills I've Sponsored/Co-Sponsored"", 'Defense And Veterans', 'Education', 'Energy', 'Environment', 'Health Care', 'Immigration', 'Jobs And The Economy', 'National Debt', 'Public Lands', 'Second Amendment', 'Seniors', 'Transportation and Infrastructure', 'Yucca Mountain']"
236,"Titus, Dina",Nevada,D,Foreign Affairs|Transportation and Infrastructure,https://titus.house.gov/,
237,"Bacon, Don",Nebraska,R,Agriculture|Armed Services,https://bacon.house.gov/,
238,"Graves, Sam",Missouri,R,Armed Services|Transportation and Infrastructure,https://graves.house.gov/,['Stop the EPA Act']
239,"Horsford, Steven",Nevada,D,Armed Services|Ways and Means,https://horsford.house.gov/,"['Economy', 'Energy and the Environment', 'Health', 'Immigration', 'Public Safety', 'Veterans']"
240,"Pappas, Chris",New Hampshire,D,Transportation and Infrastructure|Small Business|Veterans' Affairs,https://pappas.house.gov/,"['Combating the Opioid Epidemic', 'Congress', 'COVID-19 Resources', 'Economy', 'Education', 'Energy & Environment', 'Health Care', 'LGBTQ and Equality', 'The American Rescue Plan', 'Transportation & Infrastructure']"
241,"Zinke, Ryan",Montana,R,Appropriations|Foreign Affairs,https://zinke.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
242,"Kuster, Ann",New Hampshire,D,Energy and Commerce,https://kuster.house.gov/,
243,"Norcross, Donald",New Jersey,D,Armed Services|Education and the Workforce,https://norcross.house.gov/,
244,"Kim, Andy",New Jersey,D,Armed Services|Foreign Affairs|Select Comm on the Strategic Competition US and China,https://kim.house.gov/,"['Veterans', 'Strengthening Our Democracy', 'Small Business, Jobs, and the Economy', 'Opioids and Addiction', 'Military Families and Servicemembers', 'Healthcare', 'Energy and Environment']"
245,"Smith, Christopher",New Jersey,R,Foreign Affairs,https://chrissmith.house.gov/,
246,"Pallone, Frank",New Jersey,D,Energy and Commerce,https://pallone.house.gov/,"['Economy and Jobs', 'Education', 'Energy', 'Health Care', 'Veterans', 'Environment', 'Fisheries', 'Foreign Affairs and Defense', 'Labor', 'New Jersey']"
247,"Cleaver, Emanuel",Missouri,D,Financial Services,https://cleaver.house.gov/,"['Congress', 'Economy', 'Health', 'Veterans', 'Economy and Jobs', 'Education', 'Energy', 'Financial Services', 'Foreign Affairs', 'Agriculture']"
248,"Gottheimer, Josh",New Jersey,D,Financial Services|Intelligence,https://gottheimer.house.gov/,
249,"Watson Coleman, Bonnie",New Jersey,D,Appropriations,https://watsoncoleman.house.gov/,
250,"Van Drew, Jefferson",New Jersey,R,Judiciary|Transportation and Infrastructure,https://vandrew.house.gov/,
251,"Lee, Susie",Nevada,D,Appropriations|Natural Resources,https://susielee.house.gov/,"['Housing', 'Economy, Jobs, & Small Businesses', 'Immigration & Border Security', 'Health Care', 'Energy & Public Lands', 'Water', 'Public Safety & Law Enforcement', 'Students & Education', ""Women's Rights"", 'Veterans & Military Families', 'Infrastructure', 'Appropriations']"
252,"Leger Fernandez, Teresa",New Mexico,D,Education and the Workforce|Natural Resources|Rules,https://fernandez.house.gov/,"['Education', 'Our Planet', 'Health', 'Veterans', 'Immigration', 'Wildfires', 'Water', 'Native American Communities', 'Voting Rights', 'COVID-19']"
253,"Kean, Thomas",New Jersey,R,"Foreign Affairs|Transportation and Infrastructure|Science, Space, and Technology",https://kean.house.gov/,"['Economy', 'Education', 'Energy and Environment', 'Health', 'Veterans', 'Infrastructure', 'SALT Deduction', 'National Defense', 'Immigration']"
254,"Vasquez, Gabe",New Mexico,D,Agriculture|Armed Services,https://vasquez.house.gov/,"['Congress', 'Lower Costs, More Jobs', 'Education & Family Support', 'Keeping Energy Costs Down', 'Making Health Care Affordable & Accessible', 'Supporting Our Veterans', 'Armed Services & National Security', 'Environment & Conservation', 'Agriculture', 'Immigration & Border Solutions']"
255,"Sherrill, Mikie",New Jersey,D,Armed Services|Select Comm on the Strategic Competition US and China,https://sherrill.house.gov/,"['Census 2020', 'Remembering Loved Ones Lost on 9/11 from NJ-11', 'Afghanistan', 'Congress', 'Coronavirus', 'Economy', 'Education', 'Environment', 'Health', 'Veterans']"
256,"Menendez, Robert",New Jersey,D,Homeland Security|Transportation and Infrastructure,https://menendez.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
257,"Garbarino, Andrew",New York,R,Financial Services|Homeland Security|Ethics,https://garbarino.house.gov/,"['Border Security', 'China', 'Congress', 'Cybersecurity', 'Economy & Jobs', 'Education', 'Energy', 'Environment', 'Health', 'Infrastructure', 'National Security', 'Opioid Epidemic', 'Second Amendment', 'Standing With Law Enforcement', 'Taxes', 'Veterans']"
258,"Meng, Grace",New York,D,Appropriations,https://meng.house.gov/,"['Economy and Small Business', 'Education and Broadband Access', 'Health', 'Immigration', 'Menstrual Equity', 'Seniors and Social Security', 'Veterans']"
259,"Suozzi, Thomas R.",New York,D,Budget|Homeland Security,https://suozzi.house.gov/,"['CONGRESS & BIPARTISANSHIP', 'SALT & ECONOMY', 'BORDER & IMMIGRATION', 'ENVIRONMENT & ENERGY', 'IN THE DISTRICT', 'VETERANS', 'Letter to NSA on Administration Withholding Arms to Israel']"
260,"Stansbury, Melanie",New Mexico,D,Oversight and Accountability|Natural Resources,https://stansbury.house.gov/,"['Congress', 'Economy and Jobs', 'Education', 'Energy, Climate & Environment', 'Health Care', 'Veterans Affairs, Voting Rights, and Good Government', 'COVID and Community Resources', 'Community Well-Being']"
261,"McIver, LaMonica",New Jersey,D,Homeland Security|Small Business,https://mciver.house.gov/,"['Education', 'Healthcare', 'Housing', 'Small Business', 'Transportation', 'Voting Rights']"
262,"Meeks, Gregory",New York,D,Financial Services|Foreign Affairs,https://meeks.house.gov/,"['Health', 'Financial Services', 'Labor', 'Guns and Justice', 'Immigration', 'Technology', 'Housing', 'Foreign Affairs']"
263,"Malliotakis, Nicole",New York,R,Select Subcommittee on the Coronavirus Pandemic|Ways and Means,https://malliotakis.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Paycheck Protection Program Portal Opening']"
264,"Jeffries, Hakeem",New York,D,,https://jeffries.house.gov/,
265,"D'Esposito, Anthony",New York,R,House Administration|Homeland Security|Transportation and Infrastructure,https://desposito.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', ""Women's Health and Freedoms""]"
266,"Nadler, Jerrold",New York,D,Judiciary,https://nadler.house.gov/,
267,"Espaillat, Adriano",New York,D,Appropriations|Budget,https://espaillat.house.gov/,"['Affordable Connectivity Program', 'Civil Rights and Equality', 'Education', 'Energy & The Environment', 'Foreign Affairs', 'Healthcare', 'Housing', 'Immigration', 'Labor', 'Transportation']"
268,"LaLota, Nick",New York,R,Armed Services|Homeland Security|Small Business,https://lalota.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Law Enforcement']"
269,"Torres, Ritchie",New York,D,Financial Services|Select Comm on the Strategic Competition US and China,https://ritchietorres.house.gov/,
270,"Goldman, Daniel",New York,D,Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability|Homeland Security,https://goldman.house.gov/,"['Democracy and Voting Rights', 'Gun Violence Prevention', 'Reproductive Freedom', 'Supporting Working Families', 'Housing', 'Civil Rights, LGBTQIA+ Rights, and Combating Hate', 'Health', 'Immigration', 'Environmental Justice and Climate Resiliency', 'Economy']"
271,"Lawler, Michael",New York,R,Financial Services|Foreign Affairs,https://lawler.house.gov/,
272,"Bowman, Jamaal",New York,D,"Education and the Workforce|Science, Space, and Technology",https://bowman.house.gov/,
273,"Tonko, Paul",New York,D,"Energy and Commerce|Science, Space, and Technology",https://tonko.house.gov/,
274,"Velazquez, Nydia",New York,D,Financial Services|Natural Resources|Small Business,https://velazquez.house.gov/,"['Climate Change and Environment', 'Economy', 'Healthcare', 'Housing', 'Puerto Rico', 'Small Business']"
275,"Ocasio-Cortez, Alexandria",New York,D,Oversight and Accountability|Natural Resources,https://ocasio-cortez.house.gov/,
276,"Clarke, Yvette",New York,D,Homeland Security|Energy and Commerce,https://clarke.house.gov/,
277,"Molinaro, Marcus",New York,R,Agriculture|Transportation and Infrastructure|Small Business,https://molinaro.house.gov/,
278,"Williams, Brandon",New York,R,"Education and the Workforce|Transportation and Infrastructure|Science, Space, and Technology",https://brandonwilliams.house.gov/,
279,"Kennedy, Timothy",New York,D,Homeland Security|Veterans' Affairs,https://kennedy.house.gov/,
280,"Ryan, Patrick",New York,D,Armed Services|Transportation and Infrastructure,https://patryan.house.gov/,"['Government that Works for All', 'An Economy that Works for All', 'Clean Air, Soil, and Water for All', 'Ensuring Safety for All', 'Freedom for All', 'The C.A.R.E.S. Van and Constituent Casework']"
281,"Stefanik, Elise",New York,R,Armed Services|Education and the Workforce|Select Subcommittee on the Weaponization of the Fed Govt|Intelligence,https://stefanik.house.gov/,
282,"Murphy, Gregory",North Carolina,R,House Administration|Veterans' Affairs|Ways and Means,https://murphy.house.gov/,"['Congress', 'Doctors Caucus', 'Economy', 'Education', 'Energy', 'Health Care', 'Veterans']"
283,"Ross, Deborah",North Carolina,D,"Judiciary|Ethics|Science, Space, and Technology|Select Subcommittee on the Coronavirus Pandemic",https://ross.house.gov/,
284,"Foushee, Valerie",North Carolina,D,"Transportation and Infrastructure|Science, Space, and Technology",https://foushee.house.gov/,
285,"Tenney, Claudia",New York,R,"Science, Space, and Technology|Ways and Means",https://tenney.house.gov/,
286,"Foxx, Virginia",North Carolina,R,Education and the Workforce|Oversight and Accountability,https://foxx.house.gov/,
287,"Rouzer, David",North Carolina,R,Agriculture|Transportation and Infrastructure,https://rouzer.house.gov/,
288,"McHenry, Patrick",North Carolina,R,Financial Services,https://mchenry.house.gov/,
289,"Langworthy, Nicholas",New York,R,Agriculture|Oversight and Accountability|Rules,https://langworthy.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Agriculture', 'Oversight and Accountability', 'Rules', 'Grant Announcements']"
290,"Davis, Donald",North Carolina,D,Agriculture|Armed Services,https://dondavis.house.gov/,"['Health Care', 'Jobs and the Economy', 'Education', 'Agriculture', 'Servicemembers, Veterans, and Military Families', 'Grants']"
291,"Nickel, Wiley",North Carolina,D,Financial Services,https://nickel.house.gov/,
292,"Hudson, Richard",North Carolina,R,Energy and Commerce,https://hudson.house.gov/,"['Defense & National Security', 'Economy and Jobs', 'Education', 'Energy', 'Health Care', 'Immigration', 'Agriculture', 'Second Amendment', 'Social Security', 'Veterans']"
293,"Edwards, Chuck",North Carolina,R,Appropriations|Budget,https://edwards.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Chat with Chuck']"
294,"Armstrong, Kelly",North Dakota,R,Select Subcommittee on the Weaponization of the Fed Govt|Energy and Commerce|Judiciary,https://armstrong.house.gov/,"['Agriculture', 'Congress', 'Economy', 'Education', 'Energy', 'Healthcare', 'Veterans', 'Judiciary']"
295,"Morelle, Joseph",New York,D,Appropriations|House Administration|Joint Committee of Congress on the Library,https://morelle.house.gov/,"['Defending LGBTQ+ Rights', 'Educating Our Future', 'Enacting Common Sense Gun Reform', 'Honoring Our Veterans and Active-Duty Military', 'Improving Access to Higher Education', 'Protecting Our Environment', ""Protecting Women's Rights"", 'Securing Quality, Affordable Healthcare', 'Uplifting Our Families', 'Local Resources']"
296,"Beatty, Joyce",Ohio,D,Financial Services,https://beatty.house.gov/,"['Affordable Housing', 'Climate Change and the Environment', 'Defense and National Security', 'Education', 'Healthcare', 'Jobs and the Economy', 'Local Issues', 'Seniors Issues', 'Budget', 'Civil Rights']"
297,"Adams, Alma",North Carolina,D,Agriculture|Education and the Workforce,https://adams.house.gov/,"['Congressional Issues', 'Education', 'Energy and Environment', 'Health Care', 'Housing', 'Jobs and the Economy', 'Local Issues', 'National Security', 'Seniors Issues', 'Fiscal Responsibility']"
298,"Landsman, Greg",Ohio,D,Small Business|Veterans' Affairs,https://landsman.house.gov/,
299,"Jackson, Jeff",North Carolina,D,"Armed Services|Science, Space, and Technology",https://jeffjackson.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
